rank,outreach_score,tier,industry_fit,business,niche,city,phone,email,why_warm,pitch,website,id
2540,80,A,medium,CAG Logistics,travel,Cotati,(707) 508-6926,,No real website; has phone,"Hi, I came across CAG Logistics in Cotati and noticed you don't have a website yet — for a travel, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Cotati businesses and can send a free mockup.",,ac8cb736-7a2e-4005-87a6-2eca3e6406ff
2541,80,A,medium,Gayle 4 Travel,travel services,Santa Rosa,(707) 577-1494,,No real website; has phone,"Hi, I came across Gayle 4 Travel in Santa Rosa and noticed you don't have a website yet — for a travel services, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Santa Rosa businesses and can send a free mockup.",,7383e4dd-7027-44e9-b73e-e0c3cbaf6135
2542,80,A,medium,Aubergine Vintage Emporium,used vintage and consignment,Petaluma,(707) 789-2555,,No real website; has phone,"Hi, I came across Aubergine Vintage Emporium in Petaluma and noticed you don't have a website yet — for a used vintage and consignment, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Petaluma businesses and can send a free mockup.",,4eaa2adc-0201-4469-852b-f25530b54608
2543,79,A,medium,จรูญรถตู้ดี ซื้อ-ขายรถตู้มือสอง,business,,+66816978959,,No real website; has phone,"Hi, I came across จรูญรถตู้ดี ซื้อ-ขายรถตู้มือสอง and noticed you don't have a website yet — for a local business, that's a lot of locals searching Google and not finding you. I build fast, modern sites for local businesses and can send a free mockup.",,b692b779-c643-472e-b060-3cc4b794ebeb
2544,79,A,medium,Ricci Ranch,accommodation,Healdsburg,(707) 433-2255,,No real website; has phone,"Hi, I came across Ricci Ranch in Healdsburg and noticed you don't have a website yet — for a accommodation, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Healdsburg businesses and can send a free mockup.",,fe7d1de6-1a94-433c-a500-ea19cec3822d
2545,79,A,medium,PetBudeez Digital Agency,advertising agency,Sonoma,(707) 934-7375,,No real website; has phone,"Hi, I came across PetBudeez Digital Agency in Sonoma and noticed you don't have a website yet — for a advertising agency, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Sonoma businesses and can send a free mockup.",,a9e68b27-392e-40ae-8b86-e97bf9dc3833
2546,79,A,medium,TIV Branding,advertising agency,Santa Rosa,(707) 360-1400,,No real website; has phone,"Hi, I came across TIV Branding in Santa Rosa and noticed you don't have a website yet — for a advertising agency, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Santa Rosa businesses and can send a free mockup.",,8468b913-02d7-4f07-bb27-ba82d009418d
2547,79,A,medium,Zignz,advertising agency,Petaluma,(707) 765-6512,,No real website; has phone,"Hi, I came across Zignz in Petaluma and noticed you don't have a website yet — for a advertising agency, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Petaluma businesses and can send a free mockup.",,d562d143-14a5-48a6-b670-8d4b6ca2683a
2548,79,A,medium,Petaluma Healing Arts & Rejuvenation Center,alternative medicine,Petaluma,(707) 778-2212,,No real website; has phone,"Hi, I came across Petaluma Healing Arts & Rejuvenation Center in Petaluma and noticed you don't have a website yet — for a alternative medicine, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Petaluma businesses and can send a free mockup.",,c670865a-f378-4ec0-b718-94b346a86f13
2549,79,A,medium,Brush Creek Apartments,apartments,Santa Rosa,(707) 888-5505,,No real website; has phone,"Hi, I came across Brush Creek Apartments in Santa Rosa and noticed you don't have a website yet — for a apartments, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Santa Rosa businesses and can send a free mockup.",,afa64292-a2d6-4960-8ef2-2704432e7f80
2550,79,A,medium,Fairway Apartments,apartments,Novato,(415) 883-7101,,No real website; has phone,"Hi, I came across Fairway Apartments in Novato and noticed you don't have a website yet — for a apartments, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Novato businesses and can send a free mockup.",,224e252f-7457-4cfd-bd4d-a15f9d4a0bdc
2551,79,A,medium,Margaret Duncan Greene Apartments,apartments,Novato,(415) 892-8806,,No real website; has phone,"Hi, I came across Margaret Duncan Greene Apartments in Novato and noticed you don't have a website yet — for a apartments, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Novato businesses and can send a free mockup.",,44a96b4c-fbe2-4236-8892-3eee39c3744c
2552,79,A,medium,Petaluma Senior Citizens Apt,apartments,Petaluma,(707) 763-8434,,No real website; has phone,"Hi, I came across Petaluma Senior Citizens Apt in Petaluma and noticed you don't have a website yet — for a apartments, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Petaluma businesses and can send a free mockup.",,1f53488b-01a7-475d-af49-af96163a4768
2553,79,A,medium,Quail Run Apartments,apartments,Santa Rosa,(707) 236-8552,,No real website; has phone,"Hi, I came across Quail Run Apartments in Santa Rosa and noticed you don't have a website yet — for a apartments, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Santa Rosa businesses and can send a free mockup.",,7423a821-919b-428e-a309-09ef5f6973c8
2554,79,A,medium,Riverfield Homes,apartments,Healdsburg,(707) 538-2040,,No real website; has phone,"Hi, I came across Riverfield Homes in Healdsburg and noticed you don't have a website yet — for a apartments, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Healdsburg businesses and can send a free mockup.",,85d96cf7-2015-49e7-8c32-3d6f879ee48a
2555,79,A,medium,Siesta Senior,apartments,Sonoma,(707) 210-0705,,No real website; has phone,"Hi, I came across Siesta Senior in Sonoma and noticed you don't have a website yet — for a apartments, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Sonoma businesses and can send a free mockup.",,f7e315ee-26d7-4c8e-a9fd-7f278490d133
2556,79,A,medium,Sonoma Ridge at Bennett Valley Apartments,apartments,Santa Rosa,(707) 546-7100,,No real website; has phone,"Hi, I came across Sonoma Ridge at Bennett Valley Apartments in Santa Rosa and noticed you don't have a website yet — for a apartments, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Santa Rosa businesses and can send a free mockup.",,61b46494-1243-47c1-bcc6-4d85ebb32fc5
2557,79,A,medium,Trellis Apartments,apartments,Santa Rosa,(707) 478-4474,,No real website; has phone,"Hi, I came across Trellis Apartments in Santa Rosa and noticed you don't have a website yet — for a apartments, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Santa Rosa businesses and can send a free mockup.",,a3a2cf21-4a28-487f-8530-2c37c122be6d
2558,79,A,medium,Walnut Place,apartments,Pt. Reyes Station,(415) 663-9160,,No real website; has phone,"Hi, I came across Walnut Place in Pt. Reyes Station and noticed you don't have a website yet — for a apartments, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Pt. Reyes Station businesses and can send a free mockup.",,fe21c5fb-4871-4502-a926-9fe264ed846c
2559,79,A,medium,Coast Land Appliance,appliance store,Santa Rosa,(707) 528-4300,,No real website; has phone,"Hi, I came across Coast Land Appliance in Santa Rosa and noticed you don't have a website yet — for a appliance store, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Santa Rosa businesses and can send a free mockup.",,6ba200b2-47fa-4d29-bb85-a30434ccf6cb
2560,79,A,medium,Coastland Appliance,appliance store,Santa Rosa,(707) 528-4300,,No real website; has phone,"Hi, I came across Coastland Appliance in Santa Rosa and noticed you don't have a website yet — for a appliance store, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Santa Rosa businesses and can send a free mockup.",,971c87dd-52fa-4073-9586-fa8714a3d35f
2561,79,A,medium,Economy Appliance Repair,appliance store,Saint Helena,(707) 318-9590,,No real website; has phone,"Hi, I came across Economy Appliance Repair in Saint Helena and noticed you don't have a website yet — for a appliance store, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Saint Helena businesses and can send a free mockup.",,16f3a374-c20c-42d1-85a6-66a8a02b139a
2562,79,A,medium,"Mugnaini Imports, Inc.",appliance store,Healdsburg,(707) 416-4106,,No real website; has phone,"Hi, I came across Mugnaini Imports, Inc. in Healdsburg and noticed you don't have a website yet — for a appliance store, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Healdsburg businesses and can send a free mockup.",,839f55a6-6c2c-46c9-a845-dc5bece79f19
2563,79,A,medium,Outdora Web and Showroom,appliance store,Sonoma,(877) 688-3672,,No real website; has phone,"Hi, I came across Outdora Web and Showroom in Sonoma and noticed you don't have a website yet — for a appliance store, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Sonoma businesses and can send a free mockup.",,d650420e-96c0-4f39-9761-111ff831a42d
2564,79,A,medium,Rent-A-Center,appliance store,Santa Rosa,(707) 527-7638,,No real website; has phone,"Hi, I came across Rent-A-Center in Santa Rosa and noticed you don't have a website yet — for a appliance store, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Santa Rosa businesses and can send a free mockup.",,779b50de-6227-4417-81cb-0274a3fe52df
2565,79,A,medium,Sonoma Cutlery,appliance store,Petaluma,(707) 766-6433,,No real website; has phone,"Hi, I came across Sonoma Cutlery in Petaluma and noticed you don't have a website yet — for a appliance store, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Petaluma businesses and can send a free mockup.",,98c27cf4-bdf7-4066-8772-a656b31aee6c
2566,79,A,medium,Tharp Appliance Service,appliance store,Santa Rosa,(707) 526-0349,,No real website; has phone,"Hi, I came across Tharp Appliance Service in Santa Rosa and noticed you don't have a website yet — for a appliance store, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Santa Rosa businesses and can send a free mockup.",,f82fc64e-9a71-4112-8cae-8209f9e85ba9
2567,79,A,medium,Agri Comm Appraisal,appraisal services,Cloverdale,(707) 894-9576,,No real website; has phone,"Hi, I came across Agri Comm Appraisal in Cloverdale and noticed you don't have a website yet — for a appraisal services, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Cloverdale businesses and can send a free mockup.",,ab25ae2a-1735-4f7a-b5d8-e6de8306d280
2568,79,A,medium,Kirby Appraisal Company Inc,appraisal services,Santa Rosa,(707) 540-4934,,No real website; has phone,"Hi, I came across Kirby Appraisal Company Inc in Santa Rosa and noticed you don't have a website yet — for a appraisal services, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Santa Rosa businesses and can send a free mockup.",,eb145629-28db-4158-b489-45f17d7e01a5
2569,79,A,medium,Aaron Brothers Art & Framing,art supply store,Santa Rosa,(707) 575-5501,,No real website; has phone,"Hi, I came across Aaron Brothers Art & Framing in Santa Rosa and noticed you don't have a website yet — for a art supply store, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Santa Rosa businesses and can send a free mockup.",,5bd8dae7-056c-49f1-9c51-3c8f7ea2ff23
2570,79,A,medium,Genji Sushi,asian grocery store,Novato,(415) 878-0455,,No real website; has phone,"Hi, I came across Genji Sushi in Novato and noticed you don't have a website yet — for a asian grocery store, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Novato businesses and can send a free mockup.",,21bf3b21-ad67-4afb-8430-73e5fc988e4b
2571,79,A,medium,Genji Sushi,asian grocery store,Petaluma,(707) 762-9352,,No real website; has phone,"Hi, I came across Genji Sushi in Petaluma and noticed you don't have a website yet — for a asian grocery store, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Petaluma businesses and can send a free mockup.",,65f99f92-db07-4e9d-94b4-ccd5120c1ae7
2572,79,A,medium,Genji Sushi,asian grocery store,Santa Rosa,(707) 542-7411,,No real website; has phone,"Hi, I came across Genji Sushi in Santa Rosa and noticed you don't have a website yet — for a asian grocery store, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Santa Rosa businesses and can send a free mockup.",,f965d6ae-12a5-43ba-8242-87b0915d7a72
2573,79,A,medium,Genji Sushi,asian grocery store,Sonoma,(707) 938-8500,,No real website; has phone,"Hi, I came across Genji Sushi in Sonoma and noticed you don't have a website yet — for a asian grocery store, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Sonoma businesses and can send a free mockup.",,75e31026-7b6f-4b5c-b9af-bec263894366
2574,79,A,medium,Santa Rosa Sandwich,asian grocery store,Santa Rosa,(707) 575-7915,,No real website; has phone,"Hi, I came across Santa Rosa Sandwich in Santa Rosa and noticed you don't have a website yet — for a asian grocery store, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Santa Rosa businesses and can send a free mockup.",,5d32d6d0-3fa7-4dab-a018-6f38d7148389
2575,79,A,medium,Vintage Chalet,assisted living facility,Saint Helena,(707) 963-8546,,No real website; has phone,"Hi, I came across Vintage Chalet in Saint Helena and noticed you don't have a website yet — for a assisted living facility, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Saint Helena businesses and can send a free mockup.",,5ef48b6c-6651-4913-8ec4-7fcc5b45ee29
2576,79,A,medium,Priceless Auto Glass,auto glass service,Santa Rosa,(707) 544-6666,,No real website; has phone,"Hi, I came across Priceless Auto Glass in Santa Rosa and noticed you don't have a website yet — for a auto glass service, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Santa Rosa businesses and can send a free mockup.",,a21de947-57b2-4c78-883d-364134265ba2
2577,79,A,medium,Reliable Auto Glass,auto glass service,Rohnert Park,(707) 344-9411,,No real website; has phone,"Hi, I came across Reliable Auto Glass in Rohnert Park and noticed you don't have a website yet — for a auto glass service, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Rohnert Park businesses and can send a free mockup.",,9b081e2f-a04e-46d5-abea-72fb99473ff5
2578,79,A,medium,Windshield Repair Guyz,auto glass service,Santa Rosa,(707) 927-1410,,No real website; has phone,"Hi, I came across Windshield Repair Guyz in Santa Rosa and noticed you don't have a website yet — for a auto glass service, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Santa Rosa businesses and can send a free mockup.",,311a195e-f923-4043-9778-23d9150a6154
2579,79,A,medium,Christine Tickner - State Farm Insurance Agent,auto insurance,Sonoma,(707) 996-4800,,No real website; has phone,"Hi, I came across Christine Tickner - State Farm Insurance Agent in Sonoma and noticed you don't have a website yet — for a auto insurance, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Sonoma businesses and can send a free mockup.",,2bd193df-3071-4ce0-9eb2-597ff13c5a6d
2580,79,A,medium,Gary Butler - State Farm Insurance Agent,auto insurance,Novato,(415) 897-5000,,No real website; has phone,"Hi, I came across Gary Butler - State Farm Insurance Agent in Novato and noticed you don't have a website yet — for a auto insurance, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Novato businesses and can send a free mockup.",,f1a7b87f-30ff-458f-b3c5-9862a1c1f5ad
2581,79,A,medium,Jeffrey Martin - Farmer's Insurance Agent,auto insurance,Sonoma,(707) 996-3632,,No real website; has phone,"Hi, I came across Jeffrey Martin - Farmer's Insurance Agent in Sonoma and noticed you don't have a website yet — for a auto insurance, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Sonoma businesses and can send a free mockup.",,40820d7b-875e-48cd-9a22-a5693a410a94
2582,79,A,medium,Katherine Wong - State Farm Insurance Agent,auto insurance,Santa Rosa,(707) 578-1294,,No real website; has phone,"Hi, I came across Katherine Wong - State Farm Insurance Agent in Santa Rosa and noticed you don't have a website yet — for a auto insurance, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Santa Rosa businesses and can send a free mockup.",,bd1803ae-c209-4db2-98bc-fe6c6b104765
2583,79,A,medium,Katie Chase - State Farm Insurance Agent,auto insurance,Sonoma,(707) 938-1680,,No real website; has phone,"Hi, I came across Katie Chase - State Farm Insurance Agent in Sonoma and noticed you don't have a website yet — for a auto insurance, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Sonoma businesses and can send a free mockup.",,2285208e-154f-445d-a886-f64647b1b6a4
2584,79,A,medium,Tony Maestri - State Farm Insurance Agent,auto insurance,Rohnert Park,(707) 585-9931,,No real website; has phone,"Hi, I came across Tony Maestri - State Farm Insurance Agent in Rohnert Park and noticed you don't have a website yet — for a auto insurance, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Rohnert Park businesses and can send a free mockup.",,f36fbaff-346a-4284-a4de-0bf43aa41971
2585,79,A,medium,Hansel Mazda,auto loan provider,Santa Rosa,(707) 525-0600,,No real website; has phone,"Hi, I came across Hansel Mazda in Santa Rosa and noticed you don't have a website yet — for a auto loan provider, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Santa Rosa businesses and can send a free mockup.",,17fdd9ec-f76d-4b88-876e-dfee2777de0d
2586,79,A,medium,Anthony's Automotive,auto parts and supply store,Novato,(415) 892-8845,,No real website; has phone,"Hi, I came across Anthony's Automotive in Novato and noticed you don't have a website yet — for a auto parts and supply store, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Novato businesses and can send a free mockup.",,dfaa7d24-678d-45b1-98e7-ef88da616067
2587,79,A,medium,American Classics & Performance,auto restoration services,Cotati,(707) 664-8722,,No real website; has phone,"Hi, I came across American Classics & Performance in Cotati and noticed you don't have a website yet — for a auto restoration services, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Cotati businesses and can send a free mockup.",,07c8a778-59f4-42d8-89b5-4aab9ef467ff
2588,79,A,medium,Dent Craft,auto restoration services,Santa Rosa,(707) 523-3402,,No real website; has phone,"Hi, I came across Dent Craft in Santa Rosa and noticed you don't have a website yet — for a auto restoration services, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Santa Rosa businesses and can send a free mockup.",,d7891d53-801e-468d-9b70-87e3ccf398d4
2589,79,A,medium,Sky Ranch Upholstery,auto upholstery,Novato,(415) 893-9721,,No real website; has phone,"Hi, I came across Sky Ranch Upholstery in Novato and noticed you don't have a website yet — for a auto upholstery, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Novato businesses and can send a free mockup.",,f5080399-387c-4975-a571-e7867e5d277e
2590,79,A,medium,Upholstery Works,auto upholstery,Sonoma,(707) 935-0487,,No real website; has phone,"Hi, I came across Upholstery Works in Sonoma and noticed you don't have a website yet — for a auto upholstery, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Sonoma businesses and can send a free mockup.",,eb5963cf-dcde-4798-a7b7-47a5fadf823d
2591,79,A,medium,Homegrown Bagels,bagel shop,Sonoma,(707) 996-0166,,No real website; has phone,"Hi, I came across Homegrown Bagels in Sonoma and noticed you don't have a website yet — for a bagel shop, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Sonoma businesses and can send a free mockup.",,6c8b5abe-9e9a-404d-87c2-97f5e854a7b2
2592,79,A,medium,Custom Cushions and More,bedding and bath stores,Santa Rosa,(707) 823-5858,,No real website; has phone,"Hi, I came across Custom Cushions and More in Santa Rosa and noticed you don't have a website yet — for a bedding and bath stores, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Santa Rosa businesses and can send a free mockup.",,21e17510-f8a3-4e95-ade1-3c47062c3669
2593,79,A,medium,Guayaki Yerba Mate,beverage store,Sebastopol,(888) 482-9254,,No real website; has phone,"Hi, I came across Guayaki Yerba Mate in Sebastopol and noticed you don't have a website yet — for a beverage store, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Sebastopol businesses and can send a free mockup.",,68f2e806-13f8-4900-8f8a-f6874ef0c690
2594,79,A,medium,"O'Dell Printing Company, Inc",bookbinding,Rohnert Park,(707) 585-2718,,No real website; has phone,"Hi, I came across O'Dell Printing Company, Inc in Rohnert Park and noticed you don't have a website yet — for a bookbinding, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Rohnert Park businesses and can send a free mockup.",,f710715f-dfa2-4b6f-92b1-b0398ce09b86
2595,79,A,medium,Kaia F.I.T. Rohnert Park,boot camp,Rohnert Park,(707) 292-2324,,No real website; has phone,"Hi, I came across Kaia F.I.T. Rohnert Park in Rohnert Park and noticed you don't have a website yet — for a boot camp, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Rohnert Park businesses and can send a free mockup.",,507b4930-0a00-4917-a306-06cca3aa3194
2596,79,A,medium,Classic Sports,bowling alley,Rohnert Park,(707) 588-8011,,No real website; has phone,"Hi, I came across Classic Sports in Rohnert Park and noticed you don't have a website yet — for a bowling alley, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Rohnert Park businesses and can send a free mockup.",,ba1f288c-8768-49c7-9362-83d871482190
2597,79,A,medium,Quality Import Service,brake service and repair,Santa Rosa,(707) 542-4542,,No real website; has phone,"Hi, I came across Quality Import Service in Santa Rosa and noticed you don't have a website yet — for a brake service and repair, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Santa Rosa businesses and can send a free mockup.",,d6c376db-2897-4f4c-804b-6c9f3d5dd208
2598,79,A,medium,West Coast Auto Glass,brake service and repair,Santa Rosa,(707) 953-3062,,No real website; has phone,"Hi, I came across West Coast Auto Glass in Santa Rosa and noticed you don't have a website yet — for a brake service and repair, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Santa Rosa businesses and can send a free mockup.",,f9a4971c-3014-40ce-bbe6-e3c44458e68f
2599,79,A,medium,Princess Boutique,bridal shop,Santa Rosa,(707) 526-7551,,No real website; has phone,"Hi, I came across Princess Boutique in Santa Rosa and noticed you don't have a website yet — for a bridal shop, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Santa Rosa businesses and can send a free mockup.",,9d4bbb65-59f6-420a-a31f-407e087758a4
2600,79,A,medium,Precision Builders Corporation,builders,Santa Rosa,(707) 755-3094,,No real website; has phone,"Hi, I came across Precision Builders Corporation in Santa Rosa and noticed you don't have a website yet — for a builders, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Santa Rosa businesses and can send a free mockup.",,e64f0e2c-6369-4345-9776-eac18e4a9ed3
2601,79,A,medium,Zetz Flush Construction,builders,Novato,(415) 601-5277,,No real website; has phone,"Hi, I came across Zetz Flush Construction in Novato and noticed you don't have a website yet — for a builders, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Novato businesses and can send a free mockup.",,41bd45e1-8c2c-4cfa-b419-d6d46266ee70
2602,79,A,medium,A Gutter Cleaning Specialist,building supply store,Sonoma,(707) 762-4539,,No real website; has phone,"Hi, I came across A Gutter Cleaning Specialist in Sonoma and noticed you don't have a website yet — for a building supply store, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Sonoma businesses and can send a free mockup.",,9218c3c5-ad26-4183-a570-ef7639294bce
2603,79,A,medium,City Stones,building supply store,SANTA ROSA,(707) 206-9900,,No real website; has phone,"Hi, I came across City Stones in SANTA ROSA and noticed you don't have a website yet — for a building supply store, that's a lot of locals searching Google and not finding you. I build fast, modern sites for SANTA ROSA businesses and can send a free mockup.",,b6a38b1a-0db2-4320-8f0c-35a1ff0e221e
2604,79,A,medium,Eyebrows 707,building supply store,Santa Rosa,(707) 843-8095,,No real website; has phone,"Hi, I came across Eyebrows 707 in Santa Rosa and noticed you don't have a website yet — for a building supply store, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Santa Rosa businesses and can send a free mockup.",,9e50d13e-91ef-43f8-8d07-58cdc08eeb5e
2605,79,A,medium,Shamrock Trading,building supply store,Santa Rosa,(707) 525-3880,,No real website; has phone,"Hi, I came across Shamrock Trading in Santa Rosa and noticed you don't have a website yet — for a building supply store, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Santa Rosa businesses and can send a free mockup.",,6ae0bba8-c256-4c4b-b940-d36e27310276
2606,79,A,medium,Sonoma Building Products Llc,building supply store,Santa Rosa,(707) 595-3343,,No real website; has phone,"Hi, I came across Sonoma Building Products Llc in Santa Rosa and noticed you don't have a website yet — for a building supply store, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Santa Rosa businesses and can send a free mockup.",,428288aa-7615-4e72-a8fe-24d2bea304ce
2607,79,A,medium,WindsorONE,building supply store,Petaluma,(888) 229-7900,,No real website; has phone,"Hi, I came across WindsorONE in Petaluma and noticed you don't have a website yet — for a building supply store, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Petaluma businesses and can send a free mockup.",,0c8afbc7-fb41-42f9-be42-3a5555895ec0
2608,79,A,medium,Oasis Portable Toilet Rentals,business equipment and supply,Petaluma,(707) 283-7822,,No real website; has phone,"Hi, I came across Oasis Portable Toilet Rentals in Petaluma and noticed you don't have a website yet — for a business equipment and supply, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Petaluma businesses and can send a free mockup.",,081b2bd3-b67b-407b-bf6f-7057754a60c4
2609,79,A,medium,Oasis Portable Toilet Rentals,business equipment and supply,Rohnert Park,(707) 324-6894,,No real website; has phone,"Hi, I came across Oasis Portable Toilet Rentals in Rohnert Park and noticed you don't have a website yet — for a business equipment and supply, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Rohnert Park businesses and can send a free mockup.",,fd909d15-981f-4047-bc14-65a33de23e69
2610,79,A,medium,VinoEnology.com,business equipment and supply,SEBASTOPOL,(707) 490-2067,,No real website; has phone,"Hi, I came across VinoEnology.com in SEBASTOPOL and noticed you don't have a website yet — for a business equipment and supply, that's a lot of locals searching Google and not finding you. I build fast, modern sites for SEBASTOPOL businesses and can send a free mockup.",,90a8c2a1-1e17-4d57-b1c4-b24ff146dec6
2611,79,A,medium,Argent Bank - SBA,business financing,Santa Rosa,(707) 579-0610,,No real website; has phone,"Hi, I came across Argent Bank - SBA in Santa Rosa and noticed you don't have a website yet — for a business financing, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Santa Rosa businesses and can send a free mockup.",,1592e1be-423e-46fc-a4fb-5bdf1f3466ed
2612,79,A,medium,Ad-Vantage Marketing,business management services,Santa Rosa,(707) 578-8700,,No real website; has phone,"Hi, I came across Ad-Vantage Marketing in Santa Rosa and noticed you don't have a website yet — for a business management services, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Santa Rosa businesses and can send a free mockup.",,6c7811a8-cc1f-4347-b8dc-175c50cefaf2
2613,79,A,medium,Motive Power,business management services,Petaluma,(415) 308-7847,,No real website; has phone,"Hi, I came across Motive Power in Petaluma and noticed you don't have a website yet — for a business management services, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Petaluma businesses and can send a free mockup.",,58528694-1f32-401c-a5fb-bcf710b22cab
2614,79,A,medium,Tech4U,business to business,Santa Rosa,(707) 396-4048,,No real website; has phone,"Hi, I came across Tech4U in Santa Rosa and noticed you don't have a website yet — for a business to business, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Santa Rosa businesses and can send a free mockup.",,40f2f31c-e100-41f8-80a7-3eb53d01b640
2615,79,A,medium,Powell's Sweet Shoppe,candy store,Windsor,(707) 836-0273,,No real website; has phone,"Hi, I came across Powell's Sweet Shoppe in Windsor and noticed you don't have a website yet — for a candy store, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Windsor businesses and can send a free mockup.",,5324cff9-a98b-4202-b5e4-26678a40dbc2
2616,79,A,medium,The Sweet Spot Dispensary,cannabis dispensary,Santa Rosa,(707) 708-2133,,No real website; has phone,"Hi, I came across The Sweet Spot Dispensary in Santa Rosa and noticed you don't have a website yet — for a cannabis dispensary, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Santa Rosa businesses and can send a free mockup.",,ff8844cf-400c-4507-838d-12e65186e9d6
2617,79,A,medium,Alcohol Detection Systems Ignition Interlock,car inspection,Windsor,(888) 786-7384,,No real website; has phone,"Hi, I came across Alcohol Detection Systems Ignition Interlock in Windsor and noticed you don't have a website yet — for a car inspection, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Windsor businesses and can send a free mockup.",,a9742d5f-fb43-4498-b910-6f0dd536815a
2618,79,A,medium,Cartunes,car window tinting,Santa Rosa,(707) 546-8585,,No real website; has phone,"Hi, I came across Cartunes in Santa Rosa and noticed you don't have a website yet — for a car window tinting, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Santa Rosa businesses and can send a free mockup.",http://www.facebook.com/pages/Santa-Rosa-Cartunes/214599828571023,961c0504-a215-4568-aa41-ba5aefcd7e47
2619,79,A,medium,Santa Rosa Window Tint,car window tinting,Santa Rosa,(707) 879-8468,,No real website; has phone,"Hi, I came across Santa Rosa Window Tint in Santa Rosa and noticed you don't have a website yet — for a car window tinting, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Santa Rosa businesses and can send a free mockup.",,b11aaa48-e5f1-4b5d-ad03-3fd1bfe88538
