rank,outreach_score,tier,industry_fit,business,niche,city,phone,email,why_warm,pitch,website,id
803,82,A,medium,Filigreen Farm,shopping,Boonville,(925) 202-4695,,No real website; has phone,"Hi, I came across Filigreen Farm in Boonville and noticed you don't have a website yet — for a shopping, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Boonville businesses and can send a free mockup.",,6091543a-e3ef-4a68-ba27-bd4bd14ae081
804,82,A,medium,Fort Bragg Depot,shopping center,Fort Bragg,(707) 964-2224,,No real website; has phone,"Hi, I came across Fort Bragg Depot in Fort Bragg and noticed you don't have a website yet — for a shopping center, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Fort Bragg businesses and can send a free mockup.",,3969f2ef-8e6c-48bd-852b-8bc7d41653ff
805,82,A,medium,Sundstrom Shopping Center,shopping center,Gualala,(707) 884-9567,,No real website; has phone,"Hi, I came across Sundstrom Shopping Center in Gualala and noticed you don't have a website yet — for a shopping center, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Gualala businesses and can send a free mockup.",,73be67e2-d992-4841-bbda-effa6817a270
806,82,A,medium,Manchester State Park,skate park,Mendocino County,(707) 937-5804,,No real website; has phone,"Hi, I came across Manchester State Park in Mendocino County and noticed you don't have a website yet — for a skate park, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Mendocino County businesses and can send a free mockup.",,8a3bdf3a-45d0-4e0b-ad15-62e700baa4eb
807,82,A,medium,Sinkyone Wilderness State Park,skate park,Mendocino County,(707) 247-3319,,No real website; has phone,"Hi, I came across Sinkyone Wilderness State Park in Mendocino County and noticed you don't have a website yet — for a skate park, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Mendocino County businesses and can send a free mockup.",,b3022898-5d22-4bba-bb86-067e29f4c85b
808,82,A,medium,Clearlake Gleaners Inc Food Bank,social service organizations,Lakeport,(707) 263-8082,,No real website; has phone,"Hi, I came across Clearlake Gleaners Inc Food Bank in Lakeport and noticed you don't have a website yet — for a social service organizations, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Lakeport businesses and can send a free mockup.",,f2adced7-c6ff-4981-a462-4743ef382f6e
809,82,A,medium,Windsong Used Books & Records,used bookstore,Fort Bragg,(707) 964-2050,,No real website; has phone,"Hi, I came across Windsong Used Books & Records in Fort Bragg and noticed you don't have a website yet — for a used bookstore, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Fort Bragg businesses and can send a free mockup.",,e2669d4e-d0fc-43c2-82f5-f6baa96f4052
810,81,A,medium,Brooktrails ball and disc course ,business,Willits,(707) 472-6960,,No real website; has phone,"Hi, I came across Brooktrails ball and disc course in Willits and noticed you don't have a website yet — for a local business, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Willits businesses and can send a free mockup.",,675afc40-368d-4f5e-bd48-186b4164bd99
811,81,B,medium,Fixin It Up with Sandra Shop,business,Lakeport,(707) 391-0009,fixinitupwithsandra@gmail.com,DIY site (Square) — upsell; has phone + email,"Hi, I found Fixin It Up with Sandra Shop in Lakeport and saw the site is on Square. I can give you a faster, more professional custom site that ranks better on Google — worth a quick look at a free mockup?",https://fixin-it-up-with-sandra-103498.square.site/,3e69c112-b120-492b-a6cb-6aceae85631e
812,81,A,medium,Gualala Sport & Dive Rentals,active life,Gualala,(707) 884-9533,,No real website; has phone,"Hi, I came across Gualala Sport & Dive Rentals in Gualala and noticed you don't have a website yet — for a active life, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Gualala businesses and can send a free mockup.",,3f7aaf5f-b70e-4d33-bef1-7bf9cecf66c0
813,81,A,medium,Rolling Oak Outfitters,active life,Cloverdale,(707) 318-8510,,No real website; has phone,"Hi, I came across Rolling Oak Outfitters in Cloverdale and noticed you don't have a website yet — for a active life, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Cloverdale businesses and can send a free mockup.",,8c1cf07a-7b78-4cad-b91b-0918f303e9b4
814,81,A,medium,Fort Bragg Airport,airport,Fort Bragg,(707) 964-3880,,No real website; has phone,"Hi, I came across Fort Bragg Airport in Fort Bragg and noticed you don't have a website yet — for a airport, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Fort Bragg businesses and can send a free mockup.",,42bc87f5-50ee-41e2-801a-b79d59bef2de
815,81,A,medium,The Sevrd Head,art gallery,Fort Bragg,(707) 513-8272,,No real website; has phone,"Hi, I came across The Sevrd Head in Fort Bragg and noticed you don't have a website yet — for a art gallery, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Fort Bragg businesses and can send a free mockup.",,54200215-b61e-4dae-a7b4-0c85516cfd83
816,81,A,medium,"Spoke Folk Cyclery, Cloverdale",bicycle shop,Cloverdale,(707) 433-7171,,No real website; has phone,"Hi, I came across Spoke Folk Cyclery, Cloverdale in Cloverdale and noticed you don't have a website yet — for a bicycle shop, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Cloverdale businesses and can send a free mockup.",,f64d477f-b528-458f-9452-40f863b1f4fe
817,81,A,medium,Heritage Holding of California,business,Laytonville,(707) 984-6788,,No real website; has phone,"Hi, I came across Heritage Holding of California in Laytonville and noticed you don't have a website yet — for a business, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Laytonville businesses and can send a free mockup.",,bdefe40e-5a9d-4b88-a828-63ecae0f6619
818,81,A,medium,Auto Mart,car dealer,Willits,(707) 459-3039,,No real website; has phone,"Hi, I came across Auto Mart in Willits and noticed you don't have a website yet — for a car dealer, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Willits businesses and can send a free mockup.",,e4feba6f-106c-4e73-bac1-5930aa01d707
819,81,A,medium,Toyota,car dealer,Ukiah,(707) 462-8817,,No real website; has phone,"Hi, I came across Toyota in Ukiah and noticed you don't have a website yet — for a car dealer, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Ukiah businesses and can send a free mockup.",,23e33bd1-5bea-4509-aa1c-da6d6d58a212
820,81,A,medium,Ukiah STM 6,cinema,Ukiah,(707) 462-6799,,No real website; has phone,"Hi, I came across Ukiah STM 6 in Ukiah and noticed you don't have a website yet — for a cinema, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Ukiah businesses and can send a free mockup.",,a26b8c84-2e25-41f3-b485-2696b9418552
821,81,A,medium,Crawford's Signs & Lighting,commercial industrial,Ukiah,(707) 468-1371,,No real website; has phone,"Hi, I came across Crawford's Signs & Lighting in Ukiah and noticed you don't have a website yet — for a commercial industrial, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Ukiah businesses and can send a free mockup.",,5a65c2b9-5977-4bf1-823d-516fc1b5efcf
822,81,A,medium,Cottage at Milagro Grande,cottage,Fort Bragg,(707) 961-9676,,No real website; has phone,"Hi, I came across Cottage at Milagro Grande in Fort Bragg and noticed you don't have a website yet — for a cottage, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Fort Bragg businesses and can send a free mockup.",,0f5b7f51-f0cd-4405-894e-69ccbdbabc61
823,81,B,medium,Healing Ways Hypnotherapy,counseling and mental health,Laytonville,(707) 354-3977,mendomae@yahoo.com,DIY site (Wix) — upsell; has phone + email,"Hi, I found Healing Ways Hypnotherapy in Laytonville and saw the site is on Wix. I can give you a faster, more professional custom site that ranks better on Google — worth a quick look at a free mockup?",http://www.mendomae.wixsite.com/qhht,3d33a5b5-f95c-4cb4-8c5b-8549053306b9
824,81,A,medium,Corps of Engineers Lake Mendocino Culture,engineering services,Ukiah,(707) 485-8285,,No real website; has phone,"Hi, I came across Corps of Engineers Lake Mendocino Culture in Ukiah and noticed you don't have a website yet — for a engineering services, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Ukiah businesses and can send a free mockup.",,598e9152-0f04-41c3-ac33-2af33ffd2e20
825,81,A,medium,Cold Creek Ranch,farm,Ukiah,(707) 485-8583,,No real website; has phone,"Hi, I came across Cold Creek Ranch in Ukiah and noticed you don't have a website yet — for a farm, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Ukiah businesses and can send a free mockup.",,850b84f8-6ea3-4541-9106-deb8daf95522
826,81,A,medium,Irene's Garden,farm,Laytonville,(707) 984-8368,,No real website; has phone,"Hi, I came across Irene's Garden in Laytonville and noticed you don't have a website yet — for a farm, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Laytonville businesses and can send a free mockup.",,dd10ef1d-d668-4556-9322-5e74f36f3ee7
827,81,A,medium,Coyote Valley Gasino,gas station,Redwood Valley,(707) 467-4760,,No real website; has phone,"Hi, I came across Coyote Valley Gasino in Redwood Valley and noticed you don't have a website yet — for a gas station, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Redwood Valley businesses and can send a free mockup.",,e9731b8f-ffaa-444b-ad2f-afc11ca0857c
828,81,A,medium,Caspar Gardens Healing Center,health and medical,Caspar,(707) 961-6148,,No real website; has phone,"Hi, I came across Caspar Gardens Healing Center in Caspar and noticed you don't have a website yet — for a health and medical, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Caspar businesses and can send a free mockup.",,f27b29d9-4f92-4e80-bae4-90521428df94
829,81,A,medium,Lake County Behavioral Health,health and medical,Lakeport,(707) 263-5220,,No real website; has phone,"Hi, I came across Lake County Behavioral Health in Lakeport and noticed you don't have a website yet — for a health and medical, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Lakeport businesses and can send a free mockup.",,ebb9af47-f8ef-4c5d-a786-80ff979fb7ff
830,81,A,medium,Little People Day Care,home service,Kelseyville,(707) 349-8981,,No real website; has phone,"Hi, I came across Little People Day Care in Kelseyville and noticed you don't have a website yet — for a home service, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Kelseyville businesses and can send a free mockup.",,b13f9c6b-c2c7-4eb6-8955-8842019f1825
831,81,A,medium,Oak Point Ranch,livestock breeder,Potter Valley,(707) 743-1214,,No real website; has phone,"Hi, I came across Oak Point Ranch in Potter Valley and noticed you don't have a website yet — for a livestock breeder, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Potter Valley businesses and can send a free mockup.",,3059abb3-e21a-4593-a906-eeeecf9fcd0b
832,81,A,medium,Holiday Harbor Marina,marina,Nice,(707) 274-1136,,No real website; has phone,"Hi, I came across Holiday Harbor Marina in Nice and noticed you don't have a website yet — for a marina, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Nice businesses and can send a free mockup.",,37696629-8dd1-4557-bb7a-be9180ecd525
833,81,A,medium,Noyo Mooring Basin,marina,Fort Bragg,(707) 964-4719,,No real website; has phone,"Hi, I came across Noyo Mooring Basin in Fort Bragg and noticed you don't have a website yet — for a marina, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Fort Bragg businesses and can send a free mockup.",,a65e14fe-567b-433d-a1d2-f725dc418b38
834,81,A,medium,Thanktuary Retreat,meditation center,Gualala,(650) 608-1279,,No real website; has phone,"Hi, I came across Thanktuary Retreat in Gualala and noticed you don't have a website yet — for a meditation center, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Gualala businesses and can send a free mockup.",,acb97605-7cb6-4185-b4c7-b6b50724bd73
835,81,A,medium,Walnut Estates Adult Mobile Home,mobile home park,Kelseyville,(707) 278-7041,,No real website; has phone,"Hi, I came across Walnut Estates Adult Mobile Home in Kelseyville and noticed you don't have a website yet — for a mobile home park, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Kelseyville businesses and can send a free mockup.",,b25289ce-41b4-4ebe-b106-47d913a46b22
836,81,A,medium,Mendocino Marijuana Museum,museum,Philo,(707) 895-9979,,No real website; has phone,"Hi, I came across Mendocino Marijuana Museum in Philo and noticed you don't have a website yet — for a museum, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Philo businesses and can send a free mockup.",,fa3e981c-3a9e-40bb-b5bd-4a51cf60c7f3
837,81,A,medium,Albion Ridge Nursery,nursery and gardening,Albion,(707) 937-1835,,No real website; has phone,"Hi, I came across Albion Ridge Nursery in Albion and noticed you don't have a website yet — for a nursery and gardening, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Albion businesses and can send a free mockup.",,6215d641-8163-48e1-99ad-3725c5baceee
838,81,A,medium,Whispering Winds Nursery,nursery and gardening,Ukiah,(707) 462-0422,,No real website; has phone,"Hi, I came across Whispering Winds Nursery in Ukiah and noticed you don't have a website yet — for a nursery and gardening, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Ukiah businesses and can send a free mockup.",,e3862ef5-eae0-4190-aab4-2bfbf44a9d22
839,81,A,medium,Elliott's Christmas Trees,pop up shop,Ukiah,(707) 743-2246,,No real website; has phone,"Hi, I came across Elliott's Christmas Trees in Ukiah and noticed you don't have a website yet — for a pop up shop, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Ukiah businesses and can send a free mockup.",,b58f46d6-22d3-4e38-b461-89b598af4e49
840,81,A,medium,Seely Orchards,professional services,Upper Lake,(707) 275-2353,,No real website; has phone,"Hi, I came across Seely Orchards in Upper Lake and noticed you don't have a website yet — for a professional services, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Upper Lake businesses and can send a free mockup.",,3e3d6d96-e61e-4322-a6af-9f0b832c38e9
841,81,A,medium,Island Cove Estates Subdivision,real estate,Gualala,(707) 884-4710,,No real website; has phone,"Hi, I came across Island Cove Estates Subdivision in Gualala and noticed you don't have a website yet — for a real estate, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Gualala businesses and can send a free mockup.",,dbc5c704-3a0c-454d-8d19-69980e92f0d6
842,81,A,medium,Naco West Russian River Resort,rv park,Cloverdale,(707) 869-1085,,No real website; has phone,"Hi, I came across Naco West Russian River Resort in Cloverdale and noticed you don't have a website yet — for a rv park, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Cloverdale businesses and can send a free mockup.",,a8236e09-49c8-411f-a25e-74faa9518e43
843,81,A,medium,Legacy,school,Lakeport,(707) 263-1762,,No real website; has phone,"Hi, I came across Legacy in Lakeport and noticed you don't have a website yet — for a school, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Lakeport businesses and can send a free mockup.",,96c32ad7-3a6c-452d-9cc0-453166daa592
844,81,A,medium,Cow Mountain Rifle Range,shooting range,Mendocino County,(707) 468-4000,,No real website; has phone,"Hi, I came across Cow Mountain Rifle Range in Mendocino County and noticed you don't have a website yet — for a shooting range, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Mendocino County businesses and can send a free mockup.",,c2c8d3db-2aa9-49fb-a3c3-2af806536ff2
845,81,A,medium,Jughandle State Reserve,shopping,Mendocino,(707) 964-1070,,No real website; has phone,"Hi, I came across Jughandle State Reserve in Mendocino and noticed you don't have a website yet — for a shopping, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Mendocino businesses and can send a free mockup.",,f4d1b4fd-b3cd-4777-8618-fb777f75c109
846,81,A,medium,Mendo Dope,shopping,Ukiah,(707) 463-0720,,No real website; has phone,"Hi, I came across Mendo Dope in Ukiah and noticed you don't have a website yet — for a shopping, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Ukiah businesses and can send a free mockup.",,6cc912f7-d042-4025-91bb-cc0be6da02c0
847,81,A,medium,Jug Handle State Natural Reserve,skate park,Fort Bragg,(707) 937-5804,,No real website; has phone,"Hi, I came across Jug Handle State Natural Reserve in Fort Bragg and noticed you don't have a website yet — for a skate park, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Fort Bragg businesses and can send a free mockup.",,8d990326-a41e-4336-87ad-fc069c6742c5
848,81,A,medium,Fuzzy Peach Pit Stop,specialty grocery store,Lakeport,(707) 845-0187,,No real website; has phone,"Hi, I came across Fuzzy Peach Pit Stop in Lakeport and noticed you don't have a website yet — for a specialty grocery store, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Lakeport businesses and can send a free mockup.",,65d00fdb-c3b2-4c8f-8494-52580022b700
849,81,A,medium,Hillsdale Gun Shop,sporting goods,Willits,(707) 459-1582,,No real website; has phone,"Hi, I came across Hillsdale Gun Shop in Willits and noticed you don't have a website yet — for a sporting goods, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Willits businesses and can send a free mockup.",,5defa049-2a5f-4242-9fb7-7ef40119b412
850,81,A,medium,Victory Theater,theatre,Ukiah,(707) 468-9101,,No real website; has phone,"Hi, I came across Victory Theater in Ukiah and noticed you don't have a website yet — for a theatre, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Ukiah businesses and can send a free mockup.",,8c4fadbb-fd93-4435-98a1-fd8571476db5
851,81,A,medium,Mendo Smoke,tobacco shop,Ukiah,(707) 462-3537,,No real website; has phone,"Hi, I came across Mendo Smoke in Ukiah and noticed you don't have a website yet — for a tobacco shop, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Ukiah businesses and can send a free mockup.",,4f58aa27-6710-48f2-b12c-fc8a8dacf451
852,81,A,medium,French's Camp,topic concert venue,Piercy,(707) 923-4599,,No real website; has phone,"Hi, I came across French's Camp in Piercy and noticed you don't have a website yet — for a topic concert venue, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Piercy businesses and can send a free mockup.",,9e7df665-af1b-443a-bdcf-563867726ac9
853,81,A,medium,St Anthony's Hall,topic concert venue,Willits,(707) 459-5072,,No real website; has phone,"Hi, I came across St Anthony's Hall in Willits and noticed you don't have a website yet — for a topic concert venue, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Willits businesses and can send a free mockup.",,be79c5c1-6e84-49fa-98c0-276ae6485a4d
854,81,A,medium,Upper Lake - Downtown,travel,Upper Lake,(949) 467-0406,,No real website; has phone,"Hi, I came across Upper Lake - Downtown in Upper Lake and noticed you don't have a website yet — for a travel, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Upper Lake businesses and can send a free mockup.",,616b9a57-0c3b-431e-b544-09b3674ca609
855,81,A,medium,The Risin' W Corral,youth organizations,Willits,(925) 674-6100,,No real website; has phone,"Hi, I came across The Risin' W Corral in Willits and noticed you don't have a website yet — for a youth organizations, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Willits businesses and can send a free mockup.",,b587f2de-7962-4e72-a538-1689ff1ef847
856,80,A,medium,On The Waterfront,active life,Lakeport,(707) 263-6789,,No real website; has phone,"Hi, I came across On The Waterfront in Lakeport and noticed you don't have a website yet — for a active life, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Lakeport businesses and can send a free mockup.",,64e34dcd-2697-446f-98ad-875e791a1acd
857,80,A,medium,Newhall Aviation Services,airlines,Lakeport,(707) 262-1910,,No real website; has phone,"Hi, I came across Newhall Aviation Services in Lakeport and noticed you don't have a website yet — for a airlines, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Lakeport businesses and can send a free mockup.",,9c3ecdf2-4fb7-4bf9-ade1-1c585733395b
858,80,A,medium,Think Visual,art gallery,Point Arena,(707) 882-4042,,No real website; has phone,"Hi, I came across Think Visual in Point Arena and noticed you don't have a website yet — for a art gallery, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Point Arena businesses and can send a free mockup.",,6188072d-bf1b-4048-aa6b-de277737285b
859,80,A,medium,Knotty Nook,arts and crafts,Cloverdale,(833) 589-2505,,No real website; has phone,"Hi, I came across Knotty Nook in Cloverdale and noticed you don't have a website yet — for a arts and crafts, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Cloverdale businesses and can send a free mockup.",,974821c8-3e6c-4ec8-9fc0-0e223ec5eb8d
860,80,A,medium,J T Dimmick Forest Co,business manufacturing and supply,Piercy,(707) 247-3316,,No real website; has phone,"Hi, I came across J T Dimmick Forest Co in Piercy and noticed you don't have a website yet — for a business manufacturing and supply, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Piercy businesses and can send a free mockup.",,65b07256-4613-418a-a882-50408cbe7c05
861,80,A,medium,Redwood Chocolates,chocolatier,Fort Bragg,(707) 476-3884,,No real website; has phone,"Hi, I came across Redwood Chocolates in Fort Bragg and noticed you don't have a website yet — for a chocolatier, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Fort Bragg businesses and can send a free mockup.",,4f746610-7d08-4c70-b85a-0d4f2f129524
862,80,A,medium,Whale Watch House,cottage,Mendocino,(530) 519-9383,,No real website; has phone,"Hi, I came across Whale Watch House in Mendocino and noticed you don't have a website yet — for a cottage, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Mendocino businesses and can send a free mockup.",,62d4052f-095d-4c11-8b5c-c0ce979bb45b
863,80,A,medium,Mr. Andy Mattern Mft,counseling and mental health,Redwood Valley,(707) 485-1183,,No real website; has phone,"Hi, I came across Mr. Andy Mattern Mft in Redwood Valley and noticed you don't have a website yet — for a counseling and mental health, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Redwood Valley businesses and can send a free mockup.",,8381e4b2-9271-4782-9713-7cb7e02a82f5
864,80,A,medium,C Bar A Ranch,equestrian facility,Upper Lake,(707) 349-1929,,No real website; has phone,"Hi, I came across C Bar A Ranch in Upper Lake and noticed you don't have a website yet — for a equestrian facility, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Upper Lake businesses and can send a free mockup.",,bebebafe-b84b-413b-8517-43b69e4d704d
865,80,A,medium,Cinnamon Bear Farm,farm,Ukiah,(707) 245-9479,,No real website; has phone,"Hi, I came across Cinnamon Bear Farm in Ukiah and noticed you don't have a website yet — for a farm, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Ukiah businesses and can send a free mockup.",,e120083a-0f57-4caf-a43d-425ca56ed5d1
866,80,A,medium,Grist Creek Ranch,farm,Covelo,(707) 983-9393,,No real website; has phone,"Hi, I came across Grist Creek Ranch in Covelo and noticed you don't have a website yet — for a farm, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Covelo businesses and can send a free mockup.",,5f537f4d-36a2-4bba-b570-9cd9e7beb6ae
867,80,A,medium,A&R Custom Design and Creations,fashion,Kelseyville,(707) 277-1676,,No real website; has phone,"Hi, I came across A&R Custom Design and Creations in Kelseyville and noticed you don't have a website yet — for a fashion, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Kelseyville businesses and can send a free mockup.",,ed7afbd5-5716-46be-8f7f-0c60667a60a3
868,80,A,medium,AmFed Coin & Bullion,grocery store,Ukiah,+2349165301668,,No real website; has phone,"Hi, I came across AmFed Coin & Bullion in Ukiah and noticed you don't have a website yet — for a grocery store, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Ukiah businesses and can send a free mockup.",,a54cee49-1502-4bf3-aa09-38830bb7e36b
869,80,A,medium,Lo Bucks,grocery store,Willits,(707) 459-5139,,No real website; has phone,"Hi, I came across Lo Bucks in Willits and noticed you don't have a website yet — for a grocery store, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Willits businesses and can send a free mockup.",,95c5df67-ef04-4b61-bd13-0de45a79b578
870,80,A,medium,Elliott Excavation,hardware store,Willits,(707) 841-7692,,No real website; has phone,"Hi, I came across Elliott Excavation in Willits and noticed you don't have a website yet — for a hardware store, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Willits businesses and can send a free mockup.",,7fbe71f0-1cae-4e82-b7a0-00a5d024b68c
871,80,A,medium,Chapman Point Cottage,holiday rental home,Mendocino,(800) 942-6300,,No real website; has phone,"Hi, I came across Chapman Point Cottage in Mendocino and noticed you don't have a website yet — for a holiday rental home, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Mendocino businesses and can send a free mockup.",,3577d4f6-d07d-4554-818c-5376003e45f1
872,80,A,medium,Sandborn,holiday rental home,Fort Bragg,(650) 201-0007,,No real website; has phone,"Hi, I came across Sandborn in Fort Bragg and noticed you don't have a website yet — for a holiday rental home, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Fort Bragg businesses and can send a free mockup.",,724cc6cb-fabe-4b6f-ac59-39e85fee96c6
873,80,A,medium,L.C gutter pro ,home improvement store,Lakeport,(707) 530-9120,,No real website; has phone,"Hi, I came across L.C gutter pro in Lakeport and noticed you don't have a website yet — for a home improvement store, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Lakeport businesses and can send a free mockup.",,8adf78a3-9007-42d1-9654-bd40872cc6c2
874,80,A,medium,Riff Raff Customs,motorcycle manufacturer,Lakeport,(925) 997-7686,,No real website; has phone,"Hi, I came across Riff Raff Customs in Lakeport and noticed you don't have a website yet — for a motorcycle manufacturer, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Lakeport businesses and can send a free mockup.",,4261eaed-61e0-41da-86bc-f5bc47fe8c00
875,80,A,medium,Raudy's Painting Services,painting,Ukiah,(707) 830-0928,,No real website; has phone,"Hi, I came across Raudy's Painting Services in Ukiah and noticed you don't have a website yet — for a painting, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Ukiah businesses and can send a free mockup.",https://www.facebook.com/jonh.hernandez.735507/,a3cdb93f-96c6-4e19-a53e-175b6e8ee2bd
876,80,A,medium,P/6 Ranch,professional services,Willits,(707) 459-5790,,No real website; has phone,"Hi, I came across P/6 Ranch in Willits and noticed you don't have a website yet — for a professional services, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Willits businesses and can send a free mockup.",,920ef2bd-abc7-47b7-b7f2-a3610c9c077b
877,80,A,medium,Ridgewood Ranch,professional services,Willits,(707) 459-5281,,No real website; has phone,"Hi, I came across Ridgewood Ranch in Willits and noticed you don't have a website yet — for a professional services, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Willits businesses and can send a free mockup.",,e7381af2-8ce3-4ade-b8bc-83ab3266d2a4
878,80,A,medium,Robinson Rancheria Bingo Cas,professional services,Upper Lake,(707) 274-7708,,No real website; has phone,"Hi, I came across Robinson Rancheria Bingo Cas in Upper Lake and noticed you don't have a website yet — for a professional services, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Upper Lake businesses and can send a free mockup.",,8bd3dbbb-c0d4-4f34-82c0-0add63ff2905
879,80,A,medium,Mayland Peter G MD,psychiatrist,Redwood Valley,(707) 485-0770,,No real website; has phone,"Hi, I came across Mayland Peter G MD in Redwood Valley and noticed you don't have a website yet — for a psychiatrist, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Redwood Valley businesses and can send a free mockup.",,b2f19932-7914-4686-b5d6-a60261ade7d3
880,80,A,medium,Alejandra & Jose Abigania Family Homes,real estate,Redwood Valley,(707) 485-7237,,No real website; has phone,"Hi, I came across Alejandra & Jose Abigania Family Homes in Redwood Valley and noticed you don't have a website yet — for a real estate, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Redwood Valley businesses and can send a free mockup.",,a5b8a07a-d472-406a-8a4c-e3757da18343
881,80,A,medium,English at the Coastal Adult School,school,Fort Bragg,(707) 961-3615,,No real website; has phone,"Hi, I came across English at the Coastal Adult School in Fort Bragg and noticed you don't have a website yet — for a school, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Fort Bragg businesses and can send a free mockup.",https://sites.google.com/fbusd.us/coastal-adult-school/classes-and-programs/english-as-a-second-language,f19367bc-6cde-4bb6-be34-25ae217913ed
882,80,A,medium,Frank and Bess Smithe Grove,skate park,Mendocino County,(707) 247-3318,,No real website; has phone,"Hi, I came across Frank and Bess Smithe Grove in Mendocino County and noticed you don't have a website yet — for a skate park, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Mendocino County businesses and can send a free mockup.",,6c771e7d-e687-4a0c-94ee-1aea6f6ef30c
883,80,A,medium,South Ukiah Little League,sports club and league,Ukiah,(707) 468-8800,,No real website; has phone,"Hi, I came across South Ukiah Little League in Ukiah and noticed you don't have a website yet — for a sports club and league, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Ukiah businesses and can send a free mockup.",,9444f471-1b50-493b-b14b-5375d5e034bf
884,80,A,medium,Nice Smoke Shop,tobacco shop,Nice,(707) 500-0239,,No real website; has phone,"Hi, I came across Nice Smoke Shop in Nice and noticed you don't have a website yet — for a tobacco shop, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Nice businesses and can send a free mockup.",,1d711da5-0637-43b2-9654-1b325f8630ed
