rank,outreach_score,tier,industry_fit,business,niche,city,phone,email,why_warm,pitch,website,id
2248,79,A,medium,Cogir of Northgate Memory Care,assisted living facility,Seattle,(510) 531-7190,,No real website; has phone,"Hi, I came across Cogir of Northgate Memory Care in Seattle and noticed you don't have a website yet — for a assisted living facility, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Seattle businesses and can send a free mockup.",,bd351e93-2d77-4f09-a24f-ef4b5e8f931a
2249,79,A,medium,The Good Samaritan Care Home,assisted living facility,Fairfield,(707) 718-0498,,No real website; has phone,"Hi, I came across The Good Samaritan Care Home in Fairfield and noticed you don't have a website yet — for a assisted living facility, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Fairfield businesses and can send a free mockup.",,9309ff79-deed-4cf3-bb22-e3cae81e98c8
2250,79,A,medium,Nor Cal Glass And Aluminum,auto glass service,Dixon,(707) 301-9352,,No real website; has phone,"Hi, I came across Nor Cal Glass And Aluminum in Dixon and noticed you don't have a website yet — for a auto glass service, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Dixon businesses and can send a free mockup.",,f8a7a56d-e2d3-4270-af7e-95587d9e3536
2251,79,A,medium,Vic's Autoglass,auto glass service,Napa,(707) 225-7660,,No real website; has phone,"Hi, I came across Vic's Autoglass in Napa and noticed you don't have a website yet — for a auto glass service, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Napa businesses and can send a free mockup.",,9900e62b-6160-4e01-8fb9-bc72e4879b67
2252,79,A,medium,AAA Insurance,auto insurance,Fairfield,(707) 422-1820,,No real website; has phone,"Hi, I came across AAA Insurance in Fairfield and noticed you don't have a website yet — for a auto insurance, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Fairfield businesses and can send a free mockup.",,f7f69cb2-4765-4b76-8de3-9d91a2ecd0cb
2253,79,A,medium,Foster Consulting,auto insurance,NAPA,(303) 578-0857,,No real website; has phone,"Hi, I came across Foster Consulting in NAPA and noticed you don't have a website yet — for a auto insurance, that's a lot of locals searching Google and not finding you. I build fast, modern sites for NAPA businesses and can send a free mockup.",,bab850f9-e5ee-4dd9-a7f8-31cb7081ef6d
2254,79,A,medium,Gary Falati - State Farm Insurance Agent,auto insurance,Fairfield,(707) 422-4311,,No real website; has phone,"Hi, I came across Gary Falati - State Farm Insurance Agent in Fairfield and noticed you don't have a website yet — for a auto insurance, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Fairfield businesses and can send a free mockup.",,7ab8a60f-83ec-42a5-9918-0ddb68e02233
2255,79,A,medium,Maria Zuniga - State Farm Insurance Agent,auto insurance,Vallejo,(707) 642-4453,,No real website; has phone,"Hi, I came across Maria Zuniga - State Farm Insurance Agent in Vallejo and noticed you don't have a website yet — for a auto insurance, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Vallejo businesses and can send a free mockup.",,dd4a7f9a-359b-43a6-8f7c-6a2bfbc8c690
2256,79,A,medium,Steve McClure - State Farm Insurance Agent,auto insurance,Benicia,(707) 745-0848,,No real website; has phone,"Hi, I came across Steve McClure - State Farm Insurance Agent in Benicia and noticed you don't have a website yet — for a auto insurance, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Benicia businesses and can send a free mockup.",,5ab3f9a6-0e0d-450c-a20c-0226f9a42e48
2257,79,A,medium,Titan Insurance Sales,auto insurance,Vallejo,(707) 556-9611,,No real website; has phone,"Hi, I came across Titan Insurance Sales in Vallejo and noticed you don't have a website yet — for a auto insurance, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Vallejo businesses and can send a free mockup.",,ac2fe1a9-b5bf-4515-9fc4-5d01d2c91bc8
2258,79,A,medium,Factory Outlet Trailer Sales Inc,auto parts and supply store,Vacaville,(707) 453-0605,,No real website; has phone,"Hi, I came across Factory Outlet Trailer Sales Inc in Vacaville and noticed you don't have a website yet — for a auto parts and supply store, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Vacaville businesses and can send a free mockup.",,cc79983d-ae49-4ea0-a981-54a49b4b9140
2259,79,A,medium,Lj's Speed & Machine Shop,auto parts and supply store,Napa,(707) 255-4611,,No real website; has phone,"Hi, I came across Lj's Speed & Machine Shop in Napa and noticed you don't have a website yet — for a auto parts and supply store, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Napa businesses and can send a free mockup.",,0879149e-1b7a-4ab0-b0f2-9d4fdd554f61
2260,79,A,medium,Silverado Upholstery,auto upholstery,Napa,(707) 252-7212,,No real website; has phone,"Hi, I came across Silverado Upholstery in Napa and noticed you don't have a website yet — for a auto upholstery, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Napa businesses and can send a free mockup.",,6344fca3-c720-4fc1-ae04-4309c7b12bd8
2261,79,A,medium,Solano Bail Bonds,bail bonds service,Fairfield,(707) 426-2245,,No real website; has phone,"Hi, I came across Solano Bail Bonds in Fairfield and noticed you don't have a website yet — for a bail bonds service, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Fairfield businesses and can send a free mockup.",,a2c431c8-b726-4ec7-b01a-07c34c578257
2262,79,A,medium,PJ Bicycle Shop,bike repair maintenance,Napa,(707) 738-8620,,No real website; has phone,"Hi, I came across PJ Bicycle Shop in Napa and noticed you don't have a website yet — for a bike repair maintenance, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Napa businesses and can send a free mockup.",,2b30f5eb-237f-4973-91d0-2bc08029d3e0
2263,79,A,medium,Knowledge Factory,bookstore,Vallejo,(707) 553-2533,,No real website; has phone,"Hi, I came across Knowledge Factory in Vallejo and noticed you don't have a website yet — for a bookstore, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Vallejo businesses and can send a free mockup.",,e6030c03-e925-4f61-b503-686972bdb3ee
2264,79,A,medium,SWEAT HEROES,boot camp,Vacaville,(707) 724-8889,,No real website; has phone,"Hi, I came across SWEAT HEROES in Vacaville and noticed you don't have a website yet — for a boot camp, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Vacaville businesses and can send a free mockup.",,1a7c6b6e-718e-4854-a3bb-59fef28b8af9
2265,79,A,medium,Bumper MD,brake service and repair,Fairfield,(707) 567-0391,,No real website; has phone,"Hi, I came across Bumper MD in Fairfield and noticed you don't have a website yet — for a brake service and repair, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Fairfield businesses and can send a free mockup.",,18f46dff-2641-4cc1-820a-1bf6c194ac9e
2266,79,A,medium,I 80 Auto Express,brake service and repair,Dixon,(707) 676-5666,,No real website; has phone,"Hi, I came across I 80 Auto Express in Dixon and noticed you don't have a website yet — for a brake service and repair, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Dixon businesses and can send a free mockup.",,e850cdfc-6d1c-4e52-98ad-0fc94cf4579f
2267,79,A,medium,MacVitie Auto Repair,brake service and repair,Napa,(707) 390-0591,,No real website; has phone,"Hi, I came across MacVitie Auto Repair in Napa and noticed you don't have a website yet — for a brake service and repair, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Napa businesses and can send a free mockup.",,fff8f63f-9516-40e3-babd-8e5c11177695
2268,79,A,medium,Meridian by Century Communities,builders,Suisun City,(925) 392-4977,,No real website; has phone,"Hi, I came across Meridian by Century Communities in Suisun City and noticed you don't have a website yet — for a builders, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Suisun City businesses and can send a free mockup.",,32366954-59fe-47ea-8212-c3f27f96d1b8
2269,79,A,medium,R R Construction,builders,Vacaville,(707) 448-2038,,No real website; has phone,"Hi, I came across R R Construction in Vacaville and noticed you don't have a website yet — for a builders, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Vacaville businesses and can send a free mockup.",,6665261d-6112-4655-96c0-3c5da0f8bf7f
2270,79,A,medium,Allstate Scaffolding,building supply store,Fairfield,(707) 422-2331,,No real website; has phone,"Hi, I came across Allstate Scaffolding in Fairfield and noticed you don't have a website yet — for a building supply store, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Fairfield businesses and can send a free mockup.",,7fb82b48-cdd9-40c8-b64e-dd4f52cffcab
2271,79,A,medium,Old West Iron,building supply store,Vacaville,(707) 448-6792,,No real website; has phone,"Hi, I came across Old West Iron in Vacaville and noticed you don't have a website yet — for a building supply store, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Vacaville businesses and can send a free mockup.",,97e6b88b-af9f-4926-a433-01c4b37e190b
2272,79,A,medium,Stoneyard Masonry,building supply store,Suisun City,(707) 421-1963,,No real website; has phone,"Hi, I came across Stoneyard Masonry in Suisun City and noticed you don't have a website yet — for a building supply store, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Suisun City businesses and can send a free mockup.",,e5d0aaa2-9524-46ef-8675-7c341c4af5bc
2273,79,A,medium,ENDLESS GREEN HYDROPONICS,business equipment and supply,NAPA,(707) 254-0200,,No real website; has phone,"Hi, I came across ENDLESS GREEN HYDROPONICS in NAPA and noticed you don't have a website yet — for a business equipment and supply, that's a lot of locals searching Google and not finding you. I build fast, modern sites for NAPA businesses and can send a free mockup.",,36e268dc-a63e-4485-b613-c7ea86643f13
2274,79,A,medium,Ryan Portable Toilet Rental,business equipment and supply,Fairfield,(707) 402-0338,,No real website; has phone,"Hi, I came across Ryan Portable Toilet Rental in Fairfield and noticed you don't have a website yet — for a business equipment and supply, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Fairfield businesses and can send a free mockup.",,0ca54b45-9f5b-42c1-8402-1628eba36626
2275,79,A,medium,Solano Pallet Company,business equipment and supply,Fairfield,(707) 235-0551,,No real website; has phone,"Hi, I came across Solano Pallet Company in Fairfield and noticed you don't have a website yet — for a business equipment and supply, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Fairfield businesses and can send a free mockup.",,03a73301-9e6d-45b4-9a8f-c66800cdcf35
2276,79,A,medium,Cal-T,business to business,Benicia,(800) 679-1700,,No real website; has phone,"Hi, I came across Cal-T in Benicia and noticed you don't have a website yet — for a business to business, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Benicia businesses and can send a free mockup.",,4d9111a3-41bd-49dc-86fc-dcab73189aee
2277,79,A,medium,Flavor Insights,business to business,Benicia,(707) 747-1002,,No real website; has phone,"Hi, I came across Flavor Insights in Benicia and noticed you don't have a website yet — for a business to business, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Benicia businesses and can send a free mockup.",,c124080c-46e9-4888-86f2-319e496a13f1
2278,79,A,medium,La Placita Meat Market,butcher shop,Vacaville,(707) 724-6996,,No real website; has phone,"Hi, I came across La Placita Meat Market in Vacaville and noticed you don't have a website yet — for a butcher shop, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Vacaville businesses and can send a free mockup.",,e75dc1c8-3587-4d15-a9db-e748ebeae0c6
2279,79,A,medium,Dulceria La Rosa,candy store,Napa,(707) 224-5727,,No real website; has phone,"Hi, I came across Dulceria La Rosa in Napa and noticed you don't have a website yet — for a candy store, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Napa businesses and can send a free mockup.",,5a195805-b12d-4873-8f06-954112d9cbc2
2280,79,A,medium,Metro Candy Sales,candy store,Vacaville,(707) 447-1946,,No real website; has phone,"Hi, I came across Metro Candy Sales in Vacaville and noticed you don't have a website yet — for a candy store, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Vacaville businesses and can send a free mockup.",,fc91658f-07f3-48b3-a0b6-fa35ca76cb67
2281,79,A,medium,Strictly Edibles,cannabis dispensary,Vallejo,(707) 652-2501,,No real website; has phone,"Hi, I came across Strictly Edibles in Vallejo and noticed you don't have a website yet — for a cannabis dispensary, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Vallejo businesses and can send a free mockup.",,ffeeabc1-2a16-4252-a571-1aefba0fd627
2282,79,A,medium,"Us Bloom, Inc",cannabis dispensary,Vallejo,(707) 561-0716,,No real website; has phone,"Hi, I came across Us Bloom, Inc in Vallejo and noticed you don't have a website yet — for a cannabis dispensary, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Vallejo businesses and can send a free mockup.",,66afb217-3cf2-422e-8414-5c40e4e7c44d
2283,79,A,medium,Auto House Reunion,car broker,Fairfield,(510) 920-6247,,No real website; has phone,"Hi, I came across Auto House Reunion in Fairfield and noticed you don't have a website yet — for a car broker, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Fairfield businesses and can send a free mockup.",,32df99c8-eb44-45f9-83db-541b21cfebc8
2284,79,A,medium,Gal Autogroup,car dealer,Vallejo,(707) 475-0839,,No real website; has phone,"Hi, I came across Gal Autogroup in Vallejo and noticed you don't have a website yet — for a car dealer, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Vallejo businesses and can send a free mockup.",,98834004-e032-4d26-b4f0-a64175284815
2285,79,A,medium,Reliable Auto Sales,car dealer,Fairfield,(707) 422-8916,,No real website; has phone,"Hi, I came across Reliable Auto Sales in Fairfield and noticed you don't have a website yet — for a car dealer, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Fairfield businesses and can send a free mockup.",,eb03f950-7da3-4564-bd8e-64e41eedd039
2286,79,A,medium,J & M Wood Renu,carpenter,Fairfield,(925) 266-2069,,No real website; has phone,"Hi, I came across J & M Wood Renu in Fairfield and noticed you don't have a website yet — for a carpenter, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Fairfield businesses and can send a free mockup.",,82a6343b-9f9c-4c57-bb9e-8be250e7d25f
2287,79,A,medium,Norman & Sons Chimneys,chimney sweep,Winters,(530) 853-5100,,No real website; has phone,"Hi, I came across Norman & Sons Chimneys in Winters and noticed you don't have a website yet — for a chimney sweep, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Winters businesses and can send a free mockup.",,55b9c9fd-1dcf-4c81-a279-8c6a5ed1388e
2288,79,A,medium,Ray's Tree Services,christmas trees,Vallejo,(707) 554-0639,,No real website; has phone,"Hi, I came across Ray's Tree Services in Vallejo and noticed you don't have a website yet — for a christmas trees, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Vallejo businesses and can send a free mockup.",,98250c41-89f9-4ad7-8575-1be3739c4896
2289,79,A,medium,Todd's Green Thumb Tree Services,christmas trees,Vallejo,(707) 648-2562,,No real website; has phone,"Hi, I came across Todd's Green Thumb Tree Services in Vallejo and noticed you don't have a website yet — for a christmas trees, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Vallejo businesses and can send a free mockup.",,47f33527-0e78-460d-a46e-4162e5bfed86
2290,79,A,medium,Mahalat Engineering Corp,civil engineers,Fairfield,(707) 863-0500,,No real website; has phone,"Hi, I came across Mahalat Engineering Corp in Fairfield and noticed you don't have a website yet — for a civil engineers, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Fairfield businesses and can send a free mockup.",,57348162-73f4-482f-a3b1-1090fcd574c7
2291,79,A,medium,Meadows of Napa Valley,clinical laboratories,Napa,(707) 257-7885,,No real website; has phone,"Hi, I came across Meadows of Napa Valley in Napa and noticed you don't have a website yet — for a clinical laboratories, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Napa businesses and can send a free mockup.",,817fd642-a1a2-4ccd-aa69-1953f2ef7611
2292,79,A,medium,Art Computer Maintenance and Repair,computer store,FAIRFIELD,(707) 742-3002,,No real website; has phone,"Hi, I came across Art Computer Maintenance and Repair in FAIRFIELD and noticed you don't have a website yet — for a computer store, that's a lot of locals searching Google and not finding you. I build fast, modern sites for FAIRFIELD businesses and can send a free mockup.",,1e6db18b-a8d6-494b-b62d-20338eab06db
2293,79,A,medium,Chevron Station Benicia,convenience store,Benicia,(707) 745-9191,,No real website; has phone,"Hi, I came across Chevron Station Benicia in Benicia and noticed you don't have a website yet — for a convenience store, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Benicia businesses and can send a free mockup.",,3e9eea23-d299-4bb9-a43b-3dc904acfc72
2294,79,A,medium,Flyers,convenience store,Napa,(707) 255-6288,,No real website; has phone,"Hi, I came across Flyers in Napa and noticed you don't have a website yet — for a convenience store, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Napa businesses and can send a free mockup.",,c6921757-3ea8-4fec-8d48-6aeb6200f59d
2295,79,A,medium,Solano Market,convenience store,Napa,(707) 690-9381,,No real website; has phone,"Hi, I came across Solano Market in Napa and noticed you don't have a website yet — for a convenience store, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Napa businesses and can send a free mockup.",,c5a1fc37-ddef-43be-a369-57587560e856
2296,79,A,medium,Tj Mart,convenience store,Vallejo,(707) 642-6821,,No real website; has phone,"Hi, I came across Tj Mart in Vallejo and noticed you don't have a website yet — for a convenience store, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Vallejo businesses and can send a free mockup.",,cefbf178-8216-4891-b1f5-377a10ac440c
2297,79,A,medium,Merrill Lynch Wealth Management,corporate office,Napa,(707) 255-5559,,No real website; has phone,"Hi, I came across Merrill Lynch Wealth Management in Napa and noticed you don't have a website yet — for a corporate office, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Napa businesses and can send a free mockup.",,86802a4a-54d2-4abe-8aaf-56deeb186a5f
2298,79,A,medium,Marinello Schools of Beauty,cosmetology school,Napa,(707) 226-1845,,No real website; has phone,"Hi, I came across Marinello Schools of Beauty in Napa and noticed you don't have a website yet — for a cosmetology school, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Napa businesses and can send a free mockup.",,8ec980b4-0693-445e-8759-c27a209aa4f4
2299,79,A,medium,Bayside Carpet Cleaning,damage restoration,Vallejo,(707) 333-8021,,No real website; has phone,"Hi, I came across Bayside Carpet Cleaning in Vallejo and noticed you don't have a website yet — for a damage restoration, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Vallejo businesses and can send a free mockup.",,fe1d3f4c-026e-4fb4-9d5c-594a0bfcbce7
2300,79,A,medium,Mr. Handrail,deck and railing sales service,Vallejo,(707) 477-6980,,No real website; has phone,"Hi, I came across Mr. Handrail in Vallejo and noticed you don't have a website yet — for a deck and railing sales service, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Vallejo businesses and can send a free mockup.",,b340ab5f-c628-4470-85a0-c6063813bb24
2301,79,A,medium,Yelton Company Inc.,demolition service,Vacaville,(707) 451-3366,,No real website; has phone,"Hi, I came across Yelton Company Inc. in Vacaville and noticed you don't have a website yet — for a demolition service, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Vacaville businesses and can send a free mockup.",,2726f09b-83e7-430b-8bd2-698d0f96da78
2302,79,A,medium,La Foret,desserts,Napa,(707) 255-1787,,No real website; has phone,"Hi, I came across La Foret in Napa and noticed you don't have a website yet — for a desserts, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Napa businesses and can send a free mockup.",,3c1b02af-795b-4d55-9152-bbb86b6f004f
2303,79,A,medium,Jimaries Enterprises,electronics,Rio Vista,(707) 374-6007,,No real website; has phone,"Hi, I came across Jimaries Enterprises in Rio Vista and noticed you don't have a website yet — for a electronics, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Rio Vista businesses and can send a free mockup.",,eb0614e1-2219-47cf-9ea4-e191ad9f0324
2304,79,A,medium,Sprint Store,electronics,Napa,(707) 927-0250,,No real website; has phone,"Hi, I came across Sprint Store in Napa and noticed you don't have a website yet — for a electronics, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Napa businesses and can send a free mockup.",,564f8787-b3a0-4426-9fff-0e4929f496f8
2305,79,A,medium,Prefer Care Mobile,emergency service,Dixon,(707) 718-1916,,No real website; has phone,"Hi, I came across Prefer Care Mobile in Dixon and noticed you don't have a website yet — for a emergency service, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Dixon businesses and can send a free mockup.",,45482a70-7b1e-4b2f-b8cc-c1da63de383d
2306,79,A,medium,City Smog,emissions inspection,Dixon,(707) 676-5257,,No real website; has phone,"Hi, I came across City Smog in Dixon and noticed you don't have a website yet — for a emissions inspection, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Dixon businesses and can send a free mockup.",,d3c30970-ec7b-413a-827c-9578a4fd0a96
2307,79,A,medium,Cordelia Smog,emissions inspection,Fairfield,(707) 803-5656,,No real website; has phone,"Hi, I came across Cordelia Smog in Fairfield and noticed you don't have a website yet — for a emissions inspection, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Fairfield businesses and can send a free mockup.",,255e4c37-93ba-4888-84f0-8357b2de67bd
2308,79,A,medium,Winters Auto & Tow,emissions inspection,Winters,(530) 795-4222,,No real website; has phone,"Hi, I came across Winters Auto & Tow in Winters and noticed you don't have a website yet — for a emissions inspection, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Winters businesses and can send a free mockup.",,f7a643b3-6e71-42c8-a708-7fc64569b62f
2309,79,A,medium,Toolson Thos. E DDS Inc.,endodontist,Fairfield,(707) 427-3113,,No real website; has phone,"Hi, I came across Toolson Thos. E DDS Inc. in Fairfield and noticed you don't have a website yet — for a endodontist, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Fairfield businesses and can send a free mockup.",,fa224810-aa6f-4571-9563-148486951d65
2310,79,A,medium,Frontline Electrical Services,engineering services,Benicia,(800) 945-0268,,No real website; has phone,"Hi, I came across Frontline Electrical Services in Benicia and noticed you don't have a website yet — for a engineering services, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Benicia businesses and can send a free mockup.",,9e91b1ad-8f76-4d66-9aa5-3ec228b4c7d7
2311,79,A,medium,Recology Environmental Solutions Inc.,environmental testing,Dixon,(707) 678-1492,,No real website; has phone,"Hi, I came across Recology Environmental Solutions Inc. in Dixon and noticed you don't have a website yet — for a environmental testing, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Dixon businesses and can send a free mockup.",,f5b13827-2a9c-4b9e-8ace-c876e5b93957
2312,79,A,medium,Optical Center | Kaiser Permanente Napa Medical Offices,eye care clinic,Napa,(707) 258-2076,,No real website; has phone,"Hi, I came across Optical Center | Kaiser Permanente Napa Medical Offices in Napa and noticed you don't have a website yet — for a eye care clinic, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Napa businesses and can send a free mockup.",,8f5292ba-6f04-476b-8346-123e12576ea0
2313,79,A,medium,Stars Recreation Center,fair,Vacaville,(707) 455-7827,,No real website; has phone,"Hi, I came across Stars Recreation Center in Vacaville and noticed you don't have a website yet — for a fair, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Vacaville businesses and can send a free mockup.",,476cb08e-63d3-4e78-ab0a-1cbad811d965
2314,79,A,medium,Mark Caro PhD MFT,family counselor,Napa,(707) 252-1632,,No real website; has phone,"Hi, I came across Mark Caro PhD MFT in Napa and noticed you don't have a website yet — for a family counselor, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Napa businesses and can send a free mockup.",,6f3866f0-61ae-457a-ba14-d67a58ffb388
2315,79,A,medium,Vacaville Farmers' Market,farmers market,Vacaville,(925) 825-9090,,No real website; has phone,"Hi, I came across Vacaville Farmers' Market in Vacaville and noticed you don't have a website yet — for a farmers market, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Vacaville businesses and can send a free mockup.",,5ece0db3-7c84-4a0b-99fc-9adecd6de8c6
2316,79,A,medium,Coach,fashion accessories store,Napa,(707) 224-2489,,No real website; has phone,"Hi, I came across Coach in Napa and noticed you don't have a website yet — for a fashion accessories store, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Napa businesses and can send a free mockup.",,49285550-a40a-4141-b747-a484d6083ad0
2317,79,A,medium,Napa Valley Bag Lady,fashion accessories store,Napa,(707) 330-3887,,No real website; has phone,"Hi, I came across Napa Valley Bag Lady in Napa and noticed you don't have a website yet — for a fashion accessories store, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Napa businesses and can send a free mockup.",,632d1a97-ce09-4f63-99fb-f0fc169847a6
2318,79,A,medium,Creative Fence & Wall Inc,fence and gate sales service,Rodeo,(800) 780-1774,,No real website; has phone,"Hi, I came across Creative Fence & Wall Inc in Rodeo and noticed you don't have a website yet — for a fence and gate sales service, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Rodeo businesses and can send a free mockup.",,f6b68390-a872-424c-9aae-4a5447af2b78
2319,79,A,medium,Procyon Gallery,framing store,Vallejo,(707) 648-2787,,No real website; has phone,"Hi, I came across Procyon Gallery in Vallejo and noticed you don't have a website yet — for a framing store, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Vallejo businesses and can send a free mockup.",,070e4fde-346c-47ab-94e9-d1aa751a960b
2320,79,A,medium,Ricks Hauling and Weed Control,garbage collection service,Vallejo,(707) 647-7094,,No real website; has phone,"Hi, I came across Ricks Hauling and Weed Control in Vallejo and noticed you don't have a website yet — for a garbage collection service, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Vallejo businesses and can send a free mockup.",,44b53026-2a29-48ed-8f02-fddb76c1c873
2321,79,A,medium,I & P Complete Landscaping,gardener,Dixon,(707) 430-8429,,No real website; has phone,"Hi, I came across I & P Complete Landscaping in Dixon and noticed you don't have a website yet — for a gardener, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Dixon businesses and can send a free mockup.",,9e7fa0e9-10fd-4101-8735-09acbebe8203
2322,79,A,medium,Chevron Station / Extra Mile Benicia,gas station,Benicia,(707) 745-2595,,No real website; has phone,"Hi, I came across Chevron Station / Extra Mile Benicia in Benicia and noticed you don't have a website yet — for a gas station, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Benicia businesses and can send a free mockup.",,17b244a9-fc8a-4b88-b78e-69916f9aeb26
2323,79,A,medium,Chevron Station / Extra Mile Napa,gas station,Napa,(707) 255-9595,,No real website; has phone,"Hi, I came across Chevron Station / Extra Mile Napa in Napa and noticed you don't have a website yet — for a gas station, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Napa businesses and can send a free mockup.",,3da60fb3-be18-4c37-b3b2-ddbb62cb8d26
2324,79,A,medium,Chevron Station Benicia,gas station,Benicia,(916) 383-4868,,No real website; has phone,"Hi, I came across Chevron Station Benicia in Benicia and noticed you don't have a website yet — for a gas station, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Benicia businesses and can send a free mockup.",,9954730e-2c7a-4152-a3d7-4b44339344c2
2325,79,A,medium,Chevron Station Vacaville,gas station,Vacaville,(707) 449-9473,,No real website; has phone,"Hi, I came across Chevron Station Vacaville in Vacaville and noticed you don't have a website yet — for a gas station, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Vacaville businesses and can send a free mockup.",,9a6f9317-83b8-4d2f-b475-9bf1fdc92a0f
2326,79,A,medium,Chevron Station Vallejo,gas station,Vallejo,(707) 643-3572,,No real website; has phone,"Hi, I came across Chevron Station Vallejo in Vallejo and noticed you don't have a website yet — for a gas station, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Vallejo businesses and can send a free mockup.",,5437b8a6-b940-4b48-bd0c-a536892f261b
2327,79,A,medium,Chevron Station Vallejo,gas station,Vallejo,(707) 552-3003,,No real website; has phone,"Hi, I came across Chevron Station Vallejo in Vallejo and noticed you don't have a website yet — for a gas station, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Vallejo businesses and can send a free mockup.",,953df82a-35c4-4023-9ef2-258880259d48
2328,79,A,medium,Chevron Station Vallejo,gas station,Vallejo,(707) 556-9200,,No real website; has phone,"Hi, I came across Chevron Station Vallejo in Vallejo and noticed you don't have a website yet — for a gas station, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Vallejo businesses and can send a free mockup.",,36d01184-0ca5-475f-b90d-3f319d0af1f8
2329,79,A,medium,Blue Rock Springs Golf Course,golf club,Vallejo,(707) 643-8476,,No real website; has phone,"Hi, I came across Blue Rock Springs Golf Course in Vallejo and noticed you don't have a website yet — for a golf club, that's a lot of locals searching Google and not finding you. I build fast, modern sites for Vallejo businesses and can send a free mockup.",,63c14fee-d202-4a16-bae0-30f13b223e7a
